,CityState,University,Uni CityState,Distance,Closest,City,City Lat,City Lng,Distance_Text,State,Time,Time_Text,Uni Lat,Uni Lng,Population,White Population,Black Population,Native American Population,Asian Population,Hispanic Population,Education None,Education High School,Education GED,Education Associates,Education Bachelors,Education Masters,Education Professional,Education Doctorate,Poverty,Employment Labor Force,Employment Unemployed,Employment Male Computer Engineering,Employment Female Computer Engineering,Median Age,Median Male Age,Median Female Age,Household Income,Income Per Capita,Median Gross Rent,Median Home Value,Impressions,CPC,CTR,Cost
24162,"SLOCOMB, AL",GTECH,"ATLANTA, GA",198.069903788854,1,SLOCOMB,31.071216,-85.544966,227 mi,AL,14192.0,3 hours 57 mins,33.7756178,-84.396285,6856.0,6065.0,669.0,0.0,0.0,421.0,33.0,1389.0,370.0,302.0,421.0,185.0,29.0,3.0,1402.0,3301.0,303.0,5.0,6.0,42.3,41.6,43.2,37350.0,21969.0,591.0,77100.0,,,,
24199,"SMITHS STATION, AL",GTECH,"ATLANTA, GA",92.3940842135382,1,SMITHS STATION,32.573153,-85.101369,109 mi,AL,6803.0,1 hour 53 mins,33.7756178,-84.396285,12137.0,9805.0,1773.0,101.0,45.0,452.0,115.0,1972.0,396.0,922.0,1323.0,287.0,96.0,24.0,1710.0,6373.0,490.0,224.0,77.0,39.4,36.7,41.4,48424.0,25916.0,843.0,132900.0,0.46,2.26,0.064,0.07
24209,"SMITHVILLE, GA",GTECH,"ATLANTA, GA",129.61318480136,1,SMITHVILLE,31.899179,-84.243318,155 mi,GA,10018.0,2 hours 47 mins,33.7756178,-84.396285,1248.0,465.0,753.0,0.0,18.0,0.0,6.0,306.0,72.0,37.0,114.0,13.0,12.0,0.0,278.0,496.0,112.0,0.0,0.0,43.5,42.7,45.3,32679.0,19278.0,577.0,92200.0,,,,
24220,"SMOAKS, SC",GTECH,"SAVANNAH, GA",72.7589652252976,1,SMOAKS,33.108529,-80.800481,81.0 mi,SC,5009.0,1 hour 23 mins,32.0835,-81.0998,1814.0,794.0,913.0,19.0,0.0,46.0,21.0,491.0,40.0,70.0,53.0,19.0,0.0,14.0,508.0,696.0,97.0,1.0,0.0,42.7,45.2,36.9,32375.0,15979.0,479.0,64800.0,,,,
24228,"SMYRNA, GA",GTECH,"ATLANTA, GA",9.17174219199837,1,SMYRNA,33.862297,-84.517259,15.1 mi,GA,2644.0,44 mins,33.7756178,-84.396285,81381.0,41775.0,25179.0,46.0,6361.0,13403.0,361.0,7843.0,847.0,3117.0,17946.0,8157.0,1759.0,1163.0,12346.0,48246.0,3705.0,2902.0,1132.0,34.85,33.75,36.1,62584.0,35873.5,999.5,211050.0,26.38,15.74,0.03,12.08
24237,"SNELLVILLE, GA",GTECH,"ATLANTA, GA",21.5902882817583,1,SNELLVILLE,33.830435,-84.0268355,36.3 mi,GA,3763.0,1 hour 3 mins,33.7756178,-84.396285,78852.0,35322.0,36710.0,158.0,3503.0,7541.0,290.0,9988.0,2275.0,5204.0,10427.0,4769.0,800.0,504.0,11965.0,39604.0,4179.0,1695.0,421.0,36.65,35.15,37.5,60076.5,25222.5,1157.5,151300.0,18.42,14.91,0.037,9.87
24260,"SOCIAL CIRCLE, GA",GTECH,"ATLANTA, GA",41.1358407655089,1,SOCIAL CIRCLE,33.655902,-83.696581,49.8 mi,GA,3762.0,1 hour 3 mins,33.7756178,-84.396285,9312.0,7299.0,1611.0,61.0,0.0,467.0,15.0,1823.0,341.0,521.0,899.0,251.0,134.0,35.0,741.0,4380.0,428.0,76.0,24.0,39.9,39.9,39.8,50583.0,25171.0,834.0,161200.0,1.36,18.08,0.033,0.79
24332,"SOPERTON, GA",GTECH,"SAVANNAH, GA",88.6774688734145,1,SOPERTON,32.400272,-82.567512,94.5 mi,GA,5027.0,1 hour 24 mins,32.0835,-81.0998,6267.0,4265.0,1960.0,0.0,0.0,71.0,92.0,1471.0,367.0,150.0,460.0,146.0,26.0,16.0,1231.0,2627.0,155.0,20.0,0.0,42.1,43.1,41.4,38421.0,21086.0,459.0,70300.0,,,,
24522,"SPANISH FORT, AL",GTECH,"ATLANTA, GA",294.096105264063,1,SPANISH FORT,30.702075,-87.881866,,AL,,,33.7756178,-84.396285,13597.0,11786.0,962.0,36.0,25.0,360.0,0.0,1335.0,210.0,718.0,3330.0,939.0,312.0,281.0,743.0,7580.0,295.0,543.0,59.0,40.6,39.7,41.6,82485.0,37820.0,1125.0,263000.0,1.15,9.57,0.06,0.65
24527,"SPARKS, GA",GTECH,"ATLANTA, GA",185.697651138744,1,SPARKS,31.208842,-83.427337,202 mi,GA,10565.0,2 hours 56 mins,33.7756178,-84.396285,3639.0,2074.0,1157.0,20.0,50.0,297.0,32.0,670.0,110.0,164.0,138.0,29.0,31.0,5.0,1021.0,1620.0,118.0,17.0,0.0,32.3,31.0,33.8,29646.0,15449.0,748.0,59500.0,,,,
24534,"SPARTA, GA",GTECH,"ATLANTA, GA",88.2797962546421,1,SPARTA,33.251362,-83.001031,109 mi,GA,6730.0,1 hour 52 mins,33.7756178,-84.396285,9015.0,2280.0,6536.0,0.0,35.0,173.0,145.0,2027.0,641.0,291.0,414.0,159.0,97.0,25.0,2050.0,2614.0,369.0,44.0,0.0,44.3,41.3,48.5,25433.0,12817.0,630.0,67000.0,0.68,6.01,0.047,0.19
24666,"SPRINGFIELD, GA",GTECH,"SAVANNAH, GA",27.7755480131938,1,SPRINGFIELD,32.425638,-81.350634,33.2 mi,GA,3340.0,56 mins,32.0835,-81.0998,9316.0,6638.0,2510.0,18.0,27.0,325.0,66.0,2006.0,484.0,370.0,472.0,290.0,78.0,32.0,1106.0,4379.0,336.0,62.0,59.0,34.7,33.3,36.0,51948.0,20671.0,853.0,122700.0,0.45,12.79,0.048,0.27
24682,"SPRINGFIELD, SC",GTECH,"SAVANNAH, GA",98.83813832306,1,SPRINGFIELD,33.508249,-81.295412,112 mi,SC,8116.0,2 hours 15 mins,32.0835,-81.0998,1711.0,594.0,1103.0,5.0,0.0,3.0,25.0,473.0,44.0,67.0,81.0,52.0,0.0,5.0,514.0,672.0,85.0,27.0,26.0,47.0,43.5,47.7,27092.0,16784.0,575.0,64100.0,,,,
24697,"SPRINGVILLE, AL",GTECH,"ATLANTA, GA",118.384057329091,1,SPRINGVILLE,33.79507,-86.453279,,AL,,,33.7756178,-84.396285,12572.0,11289.0,904.0,186.0,30.0,512.0,58.0,2654.0,749.0,622.0,1169.0,412.0,66.0,50.0,1558.0,5781.0,482.0,221.0,14.0,39.2,39.1,40.0,62236.0,25652.0,622.0,162100.0,0.23,63.57,0.078,1.12
24772,"STANTON, AL",GTECH,"ATLANTA, GA",161.442987826803,1,STANTON,32.733603,-86.893627,212 mi,AL,11967.0,3 hours 19 mins,33.7756178,-84.396285,61.0,43.0,18.0,0.0,0.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,18.0,33.0,0.0,0.0,0.0,76.5,,76.5,,21721.0,,61400.0,,,,
24793,"STAPLETON, AL",GTECH,"ATLANTA, GA",287.551448358442,1,STAPLETON,30.749286,-87.779057,,AL,,,33.7756178,-84.396285,1392.0,1382.0,0.0,0.0,10.0,0.0,0.0,345.0,39.0,93.0,89.0,17.0,14.0,0.0,99.0,517.0,62.0,0.0,10.0,41.4,39.5,44.7,45688.0,21825.0,,131500.0,,,,
24794,"STAPLETON, GA",GTECH,"ATLANTA, GA",118.400951642881,1,STAPLETON,33.226005,-82.45338,132 mi,GA,7736.0,2 hours 9 mins,33.7756178,-84.396285,1703.0,991.0,656.0,11.0,0.0,24.0,13.0,438.0,65.0,54.0,124.0,17.0,7.0,0.0,255.0,723.0,114.0,18.0,0.0,44.5,45.3,44.3,29118.0,18354.0,433.0,48500.0,,,,
24818,"STARR, SC",GTECH,"ATLANTA, GA",104.827650011506,1,STARR,34.379432,-82.718704,126 mi,SC,8047.0,2 hours 14 mins,33.7756178,-84.396285,4587.0,3638.0,681.0,0.0,0.0,4.0,68.0,925.0,273.0,435.0,111.0,56.0,0.0,0.0,884.0,1760.0,166.0,6.0,8.0,40.7,39.7,43.2,37683.0,16926.0,572.0,82600.0,,,,
24836,"STATESBORO, GA",GTECH,"SAVANNAH, GA",46.7311718262489,1,STATESBORO,32.44348,-81.7762693333333,54.8 mi,GA,3670.0,1 hour 1 min,32.0835,-81.0998,58214.0,35789.0,18659.0,205.0,1235.0,2340.0,214.0,5901.0,826.0,1837.0,5325.0,2492.0,638.0,1060.0,19178.0,27524.0,2340.0,559.0,143.0,26.5,25.7666666666667,27.4666666666667,42437.0,14586.0,759.0,142300.0,6.6,13.34,0.039,3.33
24838,"STATHAM, GA",GTECH,"ATLANTA, GA",48.4028907899947,1,STATHAM,33.962081,-83.584612,54.8 mi,GA,5232.0,1 hour 27 mins,33.7756178,-84.396285,9837.0,7707.0,1915.0,0.0,140.0,982.0,93.0,1904.0,324.0,633.0,759.0,346.0,97.0,82.0,637.0,5072.0,436.0,154.0,79.0,37.2,36.7,38.3,57695.0,24401.0,870.0,132600.0,0.68,8.82,0.039,0.23
24853,"STEELE, AL",GTECH,"ATLANTA, GA",106.580593642935,1,STEELE,33.91337,-86.242208,138 mi,AL,8758.0,2 hours 26 mins,33.7756178,-84.396285,2704.0,2571.0,20.0,9.0,0.0,86.0,6.0,680.0,143.0,163.0,120.0,36.0,2.0,3.0,358.0,1266.0,172.0,0.0,6.0,39.2,43.1,37.3,50013.0,20455.0,572.0,84900.0,,,,
24880,"STEPHENS, GA",GTECH,"ATLANTA, GA",71.9989125734631,1,STEPHENS,33.776347,-83.14533,103 mi,GA,6766.0,1 hour 53 mins,33.7756178,-84.396285,941.0,686.0,175.0,0.0,10.0,77.0,19.0,187.0,28.0,34.0,71.0,30.0,13.0,4.0,123.0,446.0,33.0,0.0,6.0,41.0,36.2,47.7,39917.0,21235.0,964.0,88300.0,,,,
24906,"STERRETT, AL",GTECH,"ATLANTA, GA",125.589637528574,1,STERRETT,33.415884,-86.530992,147 mi,AL,9656.0,2 hours 41 mins,33.7756178,-84.396285,5766.0,5026.0,462.0,0.0,118.0,137.0,83.0,646.0,182.0,349.0,869.0,294.0,54.0,14.0,398.0,3080.0,252.0,177.0,4.0,32.9,32.8,33.1,76701.0,31363.0,1207.0,162400.0,,,,
24944,"STILLMORE, GA",GTECH,"SAVANNAH, GA",70.2407057630113,1,STILLMORE,32.437229,-82.224961,75.6 mi,GA,4224.0,1 hour 10 mins,32.0835,-81.0998,103.0,36.0,52.0,0.0,0.0,0.0,0.0,18.0,0.0,6.0,3.0,0.0,0.0,0.0,23.0,42.0,10.0,0.0,0.0,19.8,16.0,25.4,30313.0,8844.0,575.0,55500.0,,,,
24962,"STOCKBRIDGE, GA",GTECH,"ATLANTA, GA",18.4838464018936,1,STOCKBRIDGE,33.567898,-84.193388,28.0 mi,GA,3069.0,51 mins,33.7756178,-84.396285,68434.0,30780.0,30775.0,153.0,2354.0,5628.0,982.0,11142.0,1713.0,3893.0,7865.0,2568.0,493.0,241.0,11173.0,34343.0,3675.0,765.0,285.0,36.4,35.2,37.3,52213.0,22942.0,991.0,121300.0,14.1,20.49,0.03,8.51
24978,"STOCKTON, AL",GTECH,"ATLANTA, GA",270.710505047123,1,STOCKTON,31.106823,-87.796932,,AL,,,33.7756178,-84.396285,1000.0,629.0,346.0,25.0,0.0,0.0,52.0,205.0,35.0,24.0,71.0,113.0,54.0,0.0,232.0,406.0,0.0,29.0,0.0,55.4,53.9,57.1,43387.0,27299.0,,93800.0,,,,
24980,"STOCKTON, GA",GTECH,"SAVANNAH, GA",135.887589420781,1,STOCKTON,30.963885,-82.995472,173 mi,GA,10662.0,2 hours 58 mins,32.0835,-81.0998,1092.0,932.0,138.0,0.0,0.0,20.0,6.0,175.0,80.0,32.0,28.0,52.0,0.0,0.0,228.0,502.0,29.0,0.0,0.0,35.6,35.0,36.1,43250.0,22345.0,954.0,152300.0,,,,
25000,"STONE MOUNTAIN, GA",GTECH,"ATLANTA, GA",13.096731988299,1,STONE MOUNTAIN,33.786445,-84.1690916666667,22.8 mi,GA,2751.0,46 mins,33.7756178,-84.396285,118415.0,20413.0,91112.0,263.0,3246.0,4604.0,985.0,16122.0,2469.0,7224.0,15952.0,6091.0,1077.0,1294.0,24655.0,63130.0,10054.0,1884.0,999.0,36.8333333333333,33.2333333333333,39.7666666666667,50125.3333333333,22765.6666666667,1052.0,116566.666666667,30.02,20.27,0.037,21.98
25157,"SUCHES, GA",GTECH,"ATLANTA, GA",68.727406296354,1,SUCHES,34.735794,-84.072487,85.9 mi,GA,8222.0,2 hours 17 mins,33.7756178,-84.396285,1506.0,1241.0,11.0,4.0,10.0,35.0,0.0,420.0,57.0,5.0,204.0,60.0,49.0,0.0,375.0,483.0,145.0,0.0,0.0,45.9,48.7,43.4,40104.0,16364.0,525.0,143000.0,,,,
25178,"SUGAR VALLEY, GA",GTECH,"ATLANTA, GA",66.0166821687818,1,SUGAR VALLEY,34.577083,-85.027273,76.9 mi,GA,5778.0,1 hour 36 mins,33.7756178,-84.396285,1281.0,1281.0,0.0,0.0,0.0,0.0,0.0,257.0,50.0,109.0,61.0,0.0,21.0,19.0,367.0,659.0,141.0,39.0,0.0,43.7,31.2,50.5,30083.0,18466.0,669.0,112100.0,,,,
25197,"SULLIVANS ISLAND, SC",GTECH,"SAVANNAH, GA",86.5710377017881,1,SULLIVANS ISLAND,32.764502,-79.854987,117 mi,SC,9518.0,2 hours 39 mins,32.0835,-81.0998,2067.0,2018.0,11.0,7.0,0.0,40.0,0.0,53.0,5.0,88.0,601.0,223.0,219.0,69.0,122.0,1070.0,43.0,29.0,26.0,48.0,46.0,48.5,111842.0,71941.0,2093.0,1110000.0,,,,
25219,"SUMMERDALE, AL",GTECH,"ATLANTA, GA",298.621907423819,1,SUMMERDALE,30.478898,-87.703414,,AL,,,33.7756178,-84.396285,6441.0,5857.0,216.0,232.0,0.0,194.0,18.0,1085.0,476.0,264.0,379.0,186.0,43.0,19.0,1914.0,2569.0,310.0,33.0,8.0,42.0,43.9,39.0,28375.0,17700.0,825.0,116900.0,,,,
25236,"SUMMERTON, SC",GTECH,"SAVANNAH, GA",109.369251583749,1,SUMMERTON,33.534198,-80.337458,126 mi,SC,6969.0,1 hour 56 mins,32.0835,-81.0998,7371.0,3724.0,3621.0,6.0,0.0,85.0,81.0,1611.0,276.0,443.0,542.0,215.0,23.0,0.0,1871.0,3051.0,561.0,50.0,4.0,50.5,50.9,49.9,32087.0,19399.0,414.0,104700.0,0.23,2.89,0.039,0.03
25238,"SUMMERVILLE, GA",GTECH,"ATLANTA, GA",72.178861536121,1,SUMMERVILLE,34.502597,-85.302791,86.4 mi,GA,6716.0,1 hour 52 mins,33.7756178,-84.396285,15881.0,13051.0,2422.0,12.0,34.0,293.0,194.0,3243.0,1288.0,768.0,714.0,307.0,61.0,14.0,3190.0,5791.0,556.0,114.0,32.0,42.7,40.1,46.0,31400.0,16829.0,560.0,80600.0,0.68,5.84,0.034,0.13
25241,"SUMMERVILLE, SC",GTECH,"SAVANNAH, GA",82.7961941424453,1,SUMMERVILLE,33.002851,-80.186414,100 mi,SC,6638.0,1 hour 51 mins,32.0835,-81.0998,121549.0,90336.0,23910.0,689.0,1758.0,6317.0,645.0,18439.0,4093.0,8628.0,12711.0,6410.0,808.0,598.0,15284.0,62494.0,5288.0,2493.0,863.0,35.7,34.9,36.5,56834.0,25978.5,989.5,168600.0,9.19,8.05,0.053,3.86
25257,"SUMNER, GA",GTECH,"ATLANTA, GA",162.770172709792,1,SUMNER,31.479734,-83.739835,182 mi,GA,10245.0,2 hours 51 mins,33.7756178,-84.396285,1184.0,953.0,231.0,0.0,0.0,7.0,34.0,247.0,68.0,61.0,98.0,5.0,8.0,0.0,86.0,528.0,77.0,0.0,0.0,44.9,39.8,49.5,36667.0,20212.0,839.0,59800.0,,,,
25270,"SUMTER, SC",GTECH,"SAVANNAH, GA",132.491999049458,1,SUMTER,33.904428,-80.3676216666667,149 mi,SC,8127.0,2 hours 15 mins,32.0835,-81.0998,85898.0,43517.0,38525.0,125.0,1010.0,3491.0,759.0,13792.0,2096.0,4839.0,6664.0,3391.0,585.0,539.0,14708.0,40298.0,4281.0,850.0,419.0,36.7333333333333,34.4,38.6666666666667,42636.3333333333,21114.0,805.333333333333,108833.333333333,4.14,10.37,0.045,1.92
25297,"SUNFLOWER, AL",GTECH,"ATLANTA, GA",265.908767952681,1,SUNFLOWER,31.375357,-87.965583,,AL,,,33.7756178,-84.396285,252.0,49.0,190.0,13.0,0.0,0.0,0.0,49.0,20.0,0.0,13.0,0.0,0.0,0.0,0.0,128.0,92.0,0.0,0.0,19.3,19.1,47.5,44848.0,14251.0,,,,,,
25302,"SUNNY SIDE, GA",GTECH,"ATLANTA, GA",30.4604255525637,1,SUNNY SIDE,33.342874,-84.288959,34.1 mi,GA,3732.0,1 hour 2 mins,33.7756178,-84.396285,48.0,48.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,6.0,4.0,8.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,47.5,47.1,51.4,52188.0,22906.0,,126600.0,,,,
25334,"SURRENCY, GA",GTECH,"SAVANNAH, GA",67.5615354917056,1,SURRENCY,31.751319,-82.181464,84.0 mi,GA,5496.0,1 hour 32 mins,32.0835,-81.0998,1422.0,1018.0,404.0,0.0,0.0,14.0,7.0,365.0,51.0,114.0,37.0,21.0,0.0,0.0,271.0,569.0,44.0,1.0,0.0,44.8,38.9,50.0,37118.0,18034.0,595.0,59400.0,,,,
25365,"SUWANEE, GA",GTECH,"ATLANTA, GA",26.4653619378409,1,SUWANEE,34.062971,-84.09077,32.1 mi,GA,4038.0,1 hour 7 mins,33.7756178,-84.396285,71960.0,45968.0,5987.0,172.0,17115.0,5269.0,210.0,5774.0,640.0,3414.0,16289.0,6619.0,1166.0,1072.0,3719.0,35983.0,1759.0,2903.0,1074.0,37.1,35.9,37.8,101390.0,38113.0,1390.0,272100.0,3.18,18.83,0.038,2.22
25368,"SWAINSBORO, GA",GTECH,"SAVANNAH, GA",81.4556450837003,1,SWAINSBORO,32.599617,-82.352575,89.8 mi,GA,5103.0,1 hour 25 mins,32.0835,-81.0998,13747.0,7444.0,5485.0,34.0,0.0,770.0,134.0,2928.0,569.0,526.0,516.0,232.0,116.0,89.0,4426.0,5974.0,824.0,59.0,0.0,35.0,34.1,36.2,33000.0,16393.0,597.0,69800.0,0.68,9.9,0.054,0.36
25382,"SWANSEA, SC",GTECH,"SAVANNAH, GA",114.688130433354,1,SWANSEA,33.746888,-81.035516,140 mi,SC,7493.0,2 hours 5 mins,32.0835,-81.0998,8192.0,6168.0,1835.0,27.0,18.0,117.0,98.0,1939.0,319.0,405.0,427.0,179.0,12.0,61.0,1315.0,4227.0,644.0,85.0,41.0,40.4,37.2,43.1,43150.0,19801.0,731.0,95300.0,,,,
25404,"SWEET WATER, AL",GTECH,"ATLANTA, GA",234.137810985487,1,SWEET WATER,32.116133,-87.912973,,AL,,,33.7756178,-84.396285,2857.0,1375.0,1482.0,0.0,0.0,65.0,18.0,704.0,46.0,191.0,166.0,33.0,0.0,5.0,574.0,1162.0,200.0,106.0,0.0,39.2,36.0,39.8,40029.0,22815.0,462.0,65800.0,,,,
25426,"SYCAMORE, AL",GTECH,"ATLANTA, GA",109.558566930503,1,SYCAMORE,33.24987,-86.187275,128 mi,AL,8018.0,2 hours 14 mins,33.7756178,-84.396285,472.0,323.0,149.0,0.0,0.0,0.0,0.0,102.0,0.0,17.0,0.0,0.0,0.0,0.0,283.0,122.0,0.0,0.0,0.0,46.5,47.5,23.9,19432.0,10882.0,,,,,,
25427,"SYCAMORE, GA",GTECH,"ATLANTA, GA",153.873888917069,1,SYCAMORE,31.652476,-83.577968,171 mi,GA,9158.0,2 hours 33 mins,33.7756178,-84.396285,1932.0,1511.0,343.0,8.0,0.0,41.0,53.0,232.0,168.0,201.0,117.0,41.0,3.0,11.0,316.0,758.0,67.0,5.0,11.0,38.2,33.7,43.2,38500.0,16200.0,547.0,66600.0,,,,
25436,"SYLACAUGA, AL",GTECH,"ATLANTA, GA",119.31635673606,1,SYLACAUGA,33.1353245,-86.3152975,140 mi,AL,9097.0,2 hours 32 mins,33.7756178,-84.396285,25606.0,18251.0,6601.0,75.0,0.0,681.0,230.0,5454.0,1094.0,1393.0,1289.0,596.0,82.0,21.0,6373.0,10984.0,1496.0,114.0,33.0,44.35,44.05,44.5,34986.0,18915.0,578.0,87050.0,0.46,36.55,0.057,0.95
25438,"SYLVA, NC",GTECH,"ATLANTA, GA",128.107182699465,1,SYLVA,35.357002,-83.215933,148 mi,NC,9853.0,2 hours 44 mins,33.7756178,-84.396285,17071.0,15448.0,665.0,404.0,134.0,705.0,111.0,2304.0,584.0,1110.0,2403.0,882.0,119.0,376.0,2812.0,8093.0,569.0,242.0,74.0,40.6,39.6,42.0,45981.0,24580.0,653.0,168000.0,,,,
25442,"SYLVANIA, AL",GTECH,"ATLANTA, GA",96.647505559928,1,SYLVANIA,34.557662,-85.79649,,AL,,,33.7756178,-84.396285,2142.0,2084.0,0.0,16.0,0.0,80.0,9.0,558.0,63.0,178.0,57.0,44.0,0.0,11.0,282.0,886.0,18.0,25.0,0.0,37.1,34.2,38.5,42143.0,18767.0,630.0,106300.0,,,,
25443,"SYLVANIA, GA",GTECH,"SAVANNAH, GA",54.7729601398718,1,SYLVANIA,32.753793,-81.603534,59.5 mi,GA,4451.0,1 hour 14 mins,32.0835,-81.0998,12217.0,6718.0,5242.0,16.0,6.0,210.0,118.0,2975.0,435.0,568.0,762.0,193.0,101.0,29.0,3044.0,5244.0,478.0,60.0,45.0,40.5,37.8,44.1,34673.0,18687.0,535.0,86000.0,0.23,55.21,0.08,0.98
25445,"SYLVESTER, GA",GTECH,"ATLANTA, GA",157.53640499527,1,SYLVESTER,31.529137,-83.894978,182 mi,GA,10336.0,2 hours 52 mins,33.7756178,-84.396285,11844.0,7189.0,4518.0,0.0,57.0,185.0,42.0,2842.0,457.0,618.0,505.0,282.0,13.0,18.0,2404.0,5354.0,503.0,168.0,63.0,39.3,38.2,40.1,37193.0,18547.0,626.0,76600.0,,,,
25490,"TALBOTTON, GA",GTECH,"ATLANTA, GA",75.3933173652194,1,TALBOTTON,32.686718,-84.521816,95.8 mi,GA,7004.0,1 hour 57 mins,33.7756178,-84.396285,2407.0,749.0,1621.0,0.0,4.0,19.0,30.0,619.0,94.0,75.0,114.0,68.0,0.0,17.0,571.0,1062.0,153.0,4.0,0.0,43.0,38.6,48.7,29348.0,19306.0,524.0,55400.0,,,,
25496,"TALKING ROCK, GA",GTECH,"ATLANTA, GA",52.8660067800145,1,TALKING ROCK,34.534915,-84.526711,63.9 mi,GA,5577.0,1 hour 33 mins,33.7756178,-84.396285,6614.0,6532.0,40.0,13.0,0.0,57.0,9.0,1153.0,350.0,306.0,360.0,119.0,47.0,13.0,1355.0,2850.0,322.0,25.0,20.0,40.6,40.4,40.8,42544.0,21862.0,885.0,129100.0,,,,
25498,"TALLADEGA, AL",GTECH,"ATLANTA, GA",99.8106683328119,1,TALLADEGA,33.356656,-86.052297,118 mi,AL,7846.0,2 hours 11 mins,33.7756178,-84.396285,26320.0,14719.0,10583.0,81.0,214.0,839.0,275.0,5192.0,1610.0,1082.0,1417.0,712.0,233.0,108.0,5910.0,11090.0,1986.0,152.0,60.0,42.0,39.8,43.7,33348.0,18793.0,552.0,84500.0,2.07,22.44,0.046,2.11
25500,"TALLAPOOSA, GA",GTECH,"ATLANTA, GA",52.0792089876001,1,TALLAPOOSA,33.766844,-85.301029,63.2 mi,GA,4531.0,1 hour 16 mins,33.7756178,-84.396285,7135.0,6545.0,253.0,0.0,66.0,127.0,111.0,1465.0,371.0,341.0,341.0,89.0,78.0,0.0,1497.0,2987.0,469.0,48.0,8.0,38.3,37.4,41.0,43627.0,19140.0,617.0,104100.0,,,,
25502,"TALLASSEE, AL",GTECH,"ATLANTA, GA",123.301256299613,1,TALLASSEE,32.546979,-85.942735,150 mi,AL,8507.0,2 hours 22 mins,33.7756178,-84.396285,12916.0,9734.0,2722.0,0.0,157.0,256.0,32.0,2515.0,601.0,727.0,940.0,590.0,40.0,0.0,1839.0,6219.0,385.0,262.0,27.0,37.2,34.9,38.6,50630.0,23734.0,547.0,110600.0,0.23,16.22,0.051,0.19
25508,"TALLULAH FALLS, GA",GTECH,"ATLANTA, GA",87.4759292523942,1,TALLULAH FALLS,34.749867,-83.416673,97.4 mi,GA,6901.0,1 hour 55 mins,33.7756178,-84.396285,236.0,236.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,29.0,57.0,0.0,28.0,0.0,112.0,0.0,0.0,0.0,48.5,24.6,50.3,126964.0,34992.0,,298400.0,,,,
25513,"TALMO, GA",GTECH,"ATLANTA, GA",49.2272882942619,1,TALMO,34.207642,-83.713476,59.8 mi,GA,4920.0,1 hour 22 mins,33.7756178,-84.396285,809.0,742.0,26.0,0.0,41.0,81.0,0.0,187.0,22.0,9.0,38.0,5.0,14.0,0.0,141.0,412.0,18.0,0.0,0.0,41.6,39.6,45.0,31250.0,22309.0,588.0,113800.0,,,,
25522,"TAMASSEE, SC",GTECH,"ATLANTA, GA",111.970109613409,1,TAMASSEE,34.958106,-83.053044,132 mi,SC,8625.0,2 hours 24 mins,33.7756178,-84.396285,568.0,506.0,29.0,9.0,0.0,20.0,0.0,197.0,53.0,11.0,42.0,17.0,0.0,0.0,40.0,263.0,17.0,0.0,0.0,52.6,48.9,55.6,50294.0,24216.0,,112500.0,,,,
25558,"TARRYTOWN, GA",GTECH,"SAVANNAH, GA",87.0702108534581,1,TARRYTOWN,32.313907,-82.561036,97.5 mi,GA,5391.0,1 hour 30 mins,32.0835,-81.0998,392.0,358.0,19.0,15.0,0.0,0.0,0.0,98.0,25.0,72.0,34.0,20.0,4.0,0.0,54.0,179.0,19.0,0.0,0.0,55.8,57.6,52.8,35288.0,21035.0,432.0,110300.0,,,,
25567,"TATE, GA",GTECH,"ATLANTA, GA",43.8276097213217,1,TATE,34.411307,-84.377876,54.6 mi,GA,4889.0,1 hour 21 mins,33.7756178,-84.396285,1198.0,1110.0,28.0,0.0,0.0,0.0,0.0,342.0,29.0,33.0,60.0,73.0,2.0,0.0,146.0,595.0,12.0,0.0,0.0,38.2,23.5,44.2,53750.0,28076.0,860.0,106200.0,,,,
25594,"TAYLORSVILLE, GA",GTECH,"ATLANTA, GA",39.7027172842,1,TAYLORSVILLE,34.095453,-84.971074,51.5 mi,GA,4885.0,1 hour 21 mins,33.7756178,-84.396285,3307.0,2806.0,163.0,0.0,0.0,161.0,2.0,692.0,271.0,175.0,141.0,62.0,45.0,8.0,224.0,1828.0,132.0,30.0,16.0,35.8,38.6,35.1,55455.0,27908.0,830.0,135300.0,,,,
25641,"TEMPLE, GA",GTECH,"ATLANTA, GA",35.5244853707051,1,TEMPLE,33.779335,-85.013502,46.8 mi,GA,4019.0,1 hour 7 mins,33.7756178,-84.396285,17899.0,15541.0,2128.0,20.0,117.0,306.0,201.0,3914.0,1328.0,298.0,686.0,251.0,43.0,11.0,2753.0,9188.0,1366.0,78.0,61.0,38.4,37.1,39.0,46638.0,19927.0,887.0,93000.0,1.82,15.21,0.033,0.9
25662,"TENNGA, GA",GTECH,"ATLANTA, GA",85.5152593928466,1,TENNGA,34.984504,-84.73269,99.6 mi,GA,7544.0,2 hours 6 mins,33.7756178,-84.396285,67.0,67.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,44.9,21.9,49.0,48864.0,17263.0,,,,,,
